0.000000000000000000e+00	1.000000000000000000e+00	2.874457859434187412e-04	0.000000000000000000e+00	9.900516867637634277e-01	5.019780397415161133e-01	1.156508848071098328e-01	6.016218662261962891e-02	6.398558150976896286e-03	4.072482138872146606e-02	1.686617285013198853e-01	2.173539400100708008e-01	1.392177678644657135e-02	2.354267798364162445e-02	2.378557473421096802e-01	9.339881688356399536e-02	2.387226372957229614e-02	7.078980654478073120e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.691969454288482666e-01	3.546527326107025146e-01	0.000000000000000000e+00	0.000000000000000000e+00	6.931612491607666016e-01
4.643990844488143921e-02	1.000000000000000000e+00	1.517082899808883667e-01	1.900417655706405640e-01	5.490083694458007812e-01	3.140893280506134033e-01	2.015157490968704224e-01	2.012564241886138916e-01	1.944842189550399780e-01	2.253277897834777832e-01	2.227597385644912720e-01	2.972341179847717285e-01	8.281213790178298950e-02	9.460777044296264648e-02	1.600671857595443726e-01	8.795485645532608032e-02	1.250288635492324829e-01	3.252542614936828613e-01	1.552067995071411133e-01	1.574503928422927856e-01	1.617385298013687134e-01	2.179474085569381714e-01	8.528020232915878296e-02	7.865168899297714233e-02	2.304960489273071289e-01
9.287981688976287842e-02	1.000000000000000000e+00	1.963923871517181396e-01	7.583658397197723389e-02	1.831905096769332886e-01	2.696174383163452148e-01	1.559755653142929077e-01	9.663818031549453735e-02	3.280988633632659912e-01	4.076887071132659912e-01	1.812800168991088867e-01	3.023119270801544189e-01	8.307301998138427734e-02	3.810693323612213135e-02	7.458581030368804932e-02	8.785855770111083984e-02	7.501469552516937256e-02	1.522371321916580200e-01	1.555614024400711060e-01	5.091361999511718750e-01	2.996930181980133057e-01	1.241764426231384277e-01	1.173308491706848145e-01	9.312150627374649048e-02	5.441635847091674805e-01
1.393197327852249146e-01	1.000000000000000000e+00	3.087689876556396484e-01	4.891231656074523926e-02	8.132897317409515381e-02	9.251315891742706299e-02	5.827594548463821411e-02	2.237539552152156830e-02	6.550554931163787842e-02	8.473008126020431519e-02	1.244342923164367676e-01	2.614384889602661133e-01	4.491111338138580322e-01	2.587496861815452576e-02	2.267000079154968262e-02	1.806832663714885712e-02	5.560577660799026489e-02	1.246092692017555237e-01	5.316194519400596619e-02	3.517505526542663574e-02	5.078349262475967407e-02	7.569770514965057373e-02	1.265223622322082520e-01	3.761739656329154968e-02	3.787812888622283936e-01
1.857596337795257568e-01	1.000000000000000000e+00	3.018375933170318604e-01	2.800922468304634094e-02	9.490919113159179688e-02	1.122668683528900146e-01	5.758794024586677551e-02	4.642064869403839111e-02	1.088772043585777283e-01	1.126933246850967407e-01	3.702605515718460083e-02	2.583147585391998291e-01	6.890047341585159302e-02	2.065217867493629456e-02	2.218085527420043945e-02	3.720050305128097534e-02	3.135249018669128418e-02	1.005578935146331787e-01	3.204996287822723389e-01	2.430318295955657959e-01	2.829461172223091125e-02	5.546803399920463562e-02	1.917704194784164429e-02	3.009992837905883789e-01	1.022875756025314331e-01
2.321995496749877930e-01	1.447455883026123047e-01	3.942339420318603516e-01	1.410780549049377441e-01	3.645734488964080811e-01	5.478239655494689941e-01	2.589660286903381348e-01	2.393858432769775391e-01	7.024292647838592529e-02	6.309627741575241089e-02	2.405628189444541931e-02	3.694987595081329346e-01	2.086553573608398438e-01	6.636311858892440796e-02	1.168364435434341431e-01	1.364011168479919434e-01	4.649995863437652588e-01	3.945872187614440918e-01	2.991989254951477051e-02	7.531452924013137817e-02	1.965533345937728882e-01	1.000000000000000000e+00	2.072586417198181152e-01	3.584444895386695862e-02	2.458270639181137085e-02
2.786394655704498291e-01	8.592840284109115601e-02	1.755872815847396851e-01	9.582358598709106445e-02	1.571633815765380859e-01	1.953056901693344116e-01	6.360328197479248047e-02	2.205591499805450439e-01	4.325765371322631836e-02	3.966597095131874084e-02	2.645776420831680298e-02	4.701732993125915527e-01	1.056315377354621887e-01	5.876967310905456543e-02	7.309240102767944336e-02	5.368021130561828613e-02	3.126406967639923096e-01	2.901233732700347900e-01	1.289686840027570724e-02	1.985689811408519745e-02	9.994125366210937500e-02	1.000000000000000000e+00	1.003644019365310669e-01	4.397488199174404144e-03	1.337609533220529556e-02
3.250793516635894775e-01	1.275686323642730713e-01	2.832338511943817139e-01	3.581190109252929688e-01	1.517617106437683105e-01	6.064473390579223633e-01	7.297627329826354980e-01	2.415548115968704224e-01	3.690349161624908447e-01	4.487077593803405762e-01	4.709500670433044434e-01	9.546771645545959473e-01	2.903637290000915527e-01	1.808624565601348877e-01	3.669275343418121338e-01	3.197851479053497314e-01	5.201933979988098145e-01	2.043588012456893921e-01	1.868268698453903198e-01	1.664457172155380249e-01	2.060971260070800781e-01	7.347911596298217773e-01	4.567850828170776367e-01	1.000000000000000000e+00	2.617863416671752930e-01
3.715192675590515137e-01	1.472550183534622192e-01	1.274786740541458130e-01	9.842338413000106812e-02	9.351238608360290527e-02	7.352399826049804688e-02	9.656097739934921265e-02	2.375819832086563110e-01	2.252153456211090088e-01	2.779936790466308594e-01	2.262713946402072906e-02	6.571004986763000488e-01	2.233439385890960693e-01	5.754384025931358337e-02	7.437573373317718506e-02	3.848827183246612549e-01	4.139838814735412598e-01	1.512328684329986572e-01	1.504718810319900513e-01	5.601281672716140747e-02	4.646485298871994019e-02	1.000000000000000000e+00	5.770955681800842285e-01	7.181639075279235840e-01	1.433648541569709778e-02
4.179591834545135498e-01	2.641385421156883240e-02	3.479124978184700012e-02	8.440274745225906372e-03	3.809318691492080688e-02	1.239417865872383118e-02	2.086568251252174377e-02	2.329144328832626343e-01	1.883962005376815796e-02	1.294887959957122803e-01	1.032813787460327148e-01	1.380123943090438843e-01	1.665591262280941010e-02	5.222857370972633362e-02	3.060906380414962769e-02	4.235324263572692871e-02	4.865296930074691772e-02	3.306481987237930298e-02	3.638818394392728806e-03	1.841223612427711487e-02	5.755246430635452271e-02	1.000000000000000000e+00	9.438098967075347900e-02	5.168496370315551758e-01	4.406043887138366699e-01
