0.000000000000000000e+00	4.816094040870666504e-01	2.635563611984252930e-01	9.076015949249267578e-01	1.273993700742721558e-01	6.103362515568733215e-02	1.057443693280220032e-01	1.984371542930603027e-01	2.023145556449890137e-01	3.904669880867004395e-01	2.948736250400543213e-01	2.683206498622894287e-01	1.036465317010879517e-01	2.204091697931289673e-01	9.096974134445190430e-02	1.867117285728454590e-01	1.485543549060821533e-01	7.288733124732971191e-01	2.436357140541076660e-01	2.556337416172027588e-01	7.653110474348068237e-02	3.964202105998992920e-01	1.676971167325973511e-01	1.000000000000000000e+00	7.929032444953918457e-01
4.643990844488143921e-02	6.026151180267333984e-01	8.329151868820190430e-01	7.247185111045837402e-01	6.541205644607543945e-01	7.004590630531311035e-01	9.893555641174316406e-01	8.674660921096801758e-01	7.909247279167175293e-01	2.240754961967468262e-01	3.849122524261474609e-01	2.942299544811248779e-01	4.887998104095458984e-01	2.779911756515502930e-01	2.177761346101760864e-01	4.992167055606842041e-01	5.807628631591796875e-01	7.544096708297729492e-01	7.645437717437744141e-01	4.475355744361877441e-01	1.000000000000000000e+00	2.682712674140930176e-01	9.089028835296630859e-01	5.968024134635925293e-01	8.185365200042724609e-01
9.287981688976287842e-02	5.099885165691375732e-02	4.973115772008895874e-02	5.377271398901939392e-02	1.007805913686752319e-01	1.499106138944625854e-01	7.612190395593643188e-02	2.306113541126251221e-01	2.946033515036106110e-02	3.721357882022857666e-02	1.147835478186607361e-01	5.927528142929077148e-01	3.250768408179283142e-02	6.316852569580078125e-02	4.726503416895866394e-02	6.069665029644966125e-02	6.081267818808555603e-02	6.805339455604553223e-02	9.438589215278625488e-02	1.296533495187759399e-01	2.316739559173583984e-01	1.000000000000000000e+00	4.961278662085533142e-02	3.780727833509445190e-02	2.098137512803077698e-02
1.393197327852249146e-01	4.876864701509475708e-02	4.096096754074096680e-02	4.824610427021980286e-02	8.409672975540161133e-02	1.411074250936508179e-01	8.494018763303756714e-02	2.214621454477310181e-01	1.471813209354877472e-02	2.089419774711132050e-02	6.835678219795227051e-02	6.547861695289611816e-01	1.783650182187557220e-02	6.112143769860267639e-02	3.480175882577896118e-02	5.372035875916481018e-02	5.181254073977470398e-02	5.020614340901374817e-02	1.183803100138902664e-02	1.406970340758562088e-02	2.730133831501007080e-01	1.000000000000000000e+00	1.406894251704216003e-02	1.070810295641422272e-02	1.518477313220500946e-02
1.857596337795257568e-01	4.399611800909042358e-02	3.908586874604225159e-02	4.222354665398597717e-02	8.731628209352493286e-02	1.620792150497436523e-01	8.326154947280883789e-02	2.134360522031784058e-01	5.190694704651832581e-03	1.199055649340152740e-02	4.470548778772354126e-02	6.393201947212219238e-01	9.558500722050666809e-03	5.233903601765632629e-02	2.738825976848602295e-02	5.291073769330978394e-02	6.175986304879188538e-02	5.780082568526268005e-02	6.734013557434082031e-03	4.804238677024841309e-03	2.972879111766815186e-01	1.000000000000000000e+00	9.177324362099170685e-03	2.635318785905838013e-03	5.421806592494249344e-03
2.321995496749877930e-01	4.640302434563636780e-02	4.437902197241783142e-02	3.848991915583610535e-02	1.067323759198188782e-01	2.106681317090988159e-01	7.286797463893890381e-02	2.127253711223602295e-01	1.921714399941265583e-03	1.153992116451263428e-02	4.236157238483428955e-02	5.558278560638427734e-01	9.443713352084159851e-03	4.999988153576850891e-02	3.321290016174316406e-02	6.049330532550811768e-02	6.673389673233032227e-02	6.970642507076263428e-02	3.942620009183883667e-03	1.986972987651824951e-03	2.580396234989166260e-01	1.000000000000000000e+00	3.648689715191721916e-03	4.285315226297825575e-04	3.870954737067222595e-03
2.786394655704498291e-01	4.825315997004508972e-02	4.652760550379753113e-02	4.036840796470642090e-02	1.218323782086372375e-01	2.547635138034820557e-01	7.129471749067306519e-02	2.119992375373840332e-01	1.964917872101068497e-03	1.310914196074008942e-02	4.073787108063697815e-02	5.619772672653198242e-01	1.203171815723180771e-02	4.969280958175659180e-02	3.725441545248031616e-02	7.047110795974731445e-02	7.332495599985122681e-02	7.730997353792190552e-02	3.286964027211070061e-03	3.532409667968750000e-03	2.523323893547058105e-01	1.000000000000000000e+00	4.346541594713926315e-03	1.836469018599018455e-04	4.242174793034791946e-03
3.250793516635894775e-01	4.815055802464485168e-02	4.875116422772407532e-02	4.431513324379920959e-02	1.227012202143669128e-01	2.647276520729064941e-01	7.572783529758453369e-02	2.115531116724014282e-01	2.099279779940843582e-03	1.421674061566591263e-02	5.685720965266227722e-02	5.584260225296020508e-01	1.349371392279863358e-02	5.040689185261726379e-02	3.690931946039199829e-02	7.318809628486633301e-02	8.683423697948455811e-02	9.439566731452941895e-02	2.868219045922160149e-03	4.997628275305032730e-03	2.727897465229034424e-01	1.000000000000000000e+00	4.925485700368881226e-03	2.245647337986156344e-04	4.531236365437507629e-03
3.715192675590515137e-01	4.748693108558654785e-02	5.061767995357513428e-02	3.872483596205711365e-02	1.231846809387207031e-01	2.651068270206451416e-01	7.293811440467834473e-02	2.145896553993225098e-01	2.644271589815616608e-03	1.485525723546743393e-02	2.179987542331218719e-02	4.373063445091247559e-01	1.569576561450958252e-02	5.182037502527236938e-02	3.841438889503479004e-02	6.973744183778762817e-02	9.036718308925628662e-02	1.005856320261955261e-01	1.633286708965897560e-03	7.804651395417749882e-04	2.557892501354217529e-01	1.000000000000000000e+00	6.553133949637413025e-03	6.904311594553291798e-04	4.377299919724464417e-03
4.179591834545135498e-01	4.011670127511024475e-02	4.337640106678009033e-02	2.772086858749389648e-02	9.164507687091827393e-02	1.932327151298522949e-01	6.972087174654006958e-02	2.195575237274169922e-01	1.767133944667875767e-03	1.101821102201938629e-02	2.638055197894573212e-02	2.920812070369720459e-01	1.126482803374528885e-02	5.298116803169250488e-02	3.230784833431243896e-02	5.071738734841346741e-02	7.006387412548065186e-02	8.389375358819961548e-02	1.521891914308071136e-03	2.565326401963829994e-03	2.435763180255889893e-01	1.000000000000000000e+00	4.889092408120632172e-03	1.679907290963456035e-04	3.329755272716283798e-03
